"","year","app","taxon","class","order","family","genus","importer","exporter","origin","importer_reported_quantity","exporter_reported_quantity","term","unit","purpose","source"
"5439",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","KR","PL",12428,NA,"cosmetics","Number of specimens","T","C"
"5440",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","KR","PL",NA,6288,"eggs","Number of specimens","T","C"
"5441",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","KR",NA,1100,NA,"cosmetics","Number of specimens","T","C"
"5442",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","MY","FR",8.0601,NA,"cosmetics","g","T","C"
"5443",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","MY","FR",NA,3930.36,"cosmetics","mg","T","C"
"5444",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","MY",NA,NA,1936.87,"caviar","mg","T","C"
"5445",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","MY",NA,NA,4129.34,"cosmetics","mg","T","C"
"5446",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","NZ","FR",NA,1,"leather products (small)","Number of specimens","T","C"
"5447",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","PL","FR",0.022,0.026,"cosmetics","kg","T","C"
"5448",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","PL",NA,100.232,603.5,"caviar","kg","T","C"
"5449",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","CH",554.69,748.155,"cosmetics","g","T","C"
"5450",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","CH",0.193,NA,"cosmetics","kg","T","C"
"5451",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","FR",0.221,4.072,"cosmetics","g","T","C"
"5452",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","FR",0.004,NA,"cosmetics","kg","T","C"
"5453",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","FR",10,10,"leather products (small)","Number of specimens","T","C"
"5454",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","IT",57.952,5658.839,"cosmetics","g","T","C"
"5455",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","IT",5.604,NA,"cosmetics","kg","T","C"
"5456",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","SG","RU",NA,10,"caviar","kg","T","C"
"5457",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","US","FR",0.001,NA,"cosmetics","kg","T","C"
"5458",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","US","FR",11,NA,"leather products (small)","Number of specimens","T","C"
"5459",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","XX","FR",16.1,NA,"cosmetics","g","T","C"
"5460",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HK","XX","FR",0.047,NA,"cosmetics","kg","T","C"
"5461",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","HU","CH","FR",1,NA,"leather products (small)",NA,"T","C"
"5462",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","AE","FR",NA,88.75,"extract","g","T","C"
"5463",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","DE",NA,NA,31.387,"caviar","kg","T","C"
"5464",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","DE",NA,NA,0.22681,"cosmetics","g","T","C"
"5465",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","DE",NA,NA,1.125,"swim bladders","kg","T","C"
"5466",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","FR","IT",NA,12.4,"caviar","kg","T","C"
"5467",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","FR",NA,NA,17.84,"caviar","kg","T","C"
"5468",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","IT",NA,NA,10,"caviar","kg","T","C"
"5469",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","SG","CH",NA,41.748,"cosmetics","g","T","C"
"5470",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","SG","FR",NA,0.199,"cosmetics","g","T","C"
"5471",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","ID","SG","IT",NA,17.52,"cosmetics","g","T","C"
"5472",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","AT","FR",NA,464.715,"cosmetics","g","T","C"
"5473",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","BG",NA,NA,1.1,"caviar","kg","T","C"
"5474",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","CN",NA,NA,55.08,"caviar","kg","T","C"
"5475",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","DE","CH",NA,25.979,"cosmetics","g","T","C"
"5476",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","DE","FR",NA,0.067,"cosmetics","g","T","C"
"5477",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","DE","IT",NA,4.637,"cosmetics","g","T","C"
"5478",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","ES","FR",NA,80,"cosmetics","g","T","C"
"5479",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IL","FR",NA,NA,200,"extract","kg","T","C"
"5480",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IM","IT",NA,NA,15,"caviar","kg","T","C"
"5481",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IN","DE","FR",NA,0.01,"cosmetics","g","T","C"
"5482",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IN","DE","IT",NA,0.395,"cosmetics","g","T","C"
"5483",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IN","DE",NA,NA,0.048,"cosmetics","g","T","C"
"5484",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IN","IT",NA,NA,3,"caviar","kg","T","C"
"5485",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IQ","AT","FR",NA,110.25,"cosmetics","g","T","C"
"5486",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IQ","DE",NA,NA,13.2984,"cosmetics","g","T","C"
"5487",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IQ","EE","FR",NA,0.053,"cosmetics","kg","T","C"
"5488",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IS","DE",NA,NA,0.2,"caviar","kg","T","C"
"5489",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IS","FR",NA,NA,0.72,"caviar","kg","T","C"
"5490",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IS","FR",NA,NA,0.483,"derivatives","kg","T","C"
"5491",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IT","BY",NA,2.99,10,"caviar","kg","T","C"
"5492",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IT","CH","FR",1211.04,NA,"extract","g","T","C"
"5493",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IT","CN",NA,353.372,353.334,"caviar","kg","T","C"
"5494",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IT","IR",NA,0.2,NA,"caviar","kg","T","C"
"5495",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","IT","US","FR",3.43,NA,"extract","g","T","C"
"5496",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JO","BY",NA,NA,10.2,"caviar","kg","T","C"
"5497",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JO","DE","CH",NA,1.812,"cosmetics","g","T","C"
"5498",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JO","DE","FR",NA,0.009,"cosmetics","g","T","C"
"5499",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JO","DE","IT",NA,0.149,"cosmetics","g","T","C"
"5500",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JO","EE","FR",NA,0.0075,"cosmetics","kg","T","C"
"5501",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","AE","PL",NA,50238,"caviar","g","T","C"
"5502",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","CH","FR",12,NA,"leather products (small)","Number of specimens","T","C"
"5503",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","CH","IT",0.09,NA,"extract","g","T","C"
"5504",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","CN",NA,1.8,1.8,"caviar","kg","T","C"
"5505",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE","CH",170.907,170.907,"cosmetics","g","T","C"
"5506",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE","CN",7,7,"caviar","kg","T","C"
"5507",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE","FR",23.6235,3.80136,"cosmetics","g","T","C"
"5508",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE","FR",0.00984,NA,"cosmetics","kg","T","C"
"5509",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE","IT",56.106416,56.01042,"cosmetics","g","T","C"
"5510",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE",NA,202.08,197.28,"caviar","kg","T","C"
"5511",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE",NA,NA,20.215,"cosmetics","g","T","C"
"5512",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE",NA,NA,0.00984,"cosmetics","kg","T","C"
"5513",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE",NA,150,NA,"live","Number of specimens","T","C"
"5514",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","DE",NA,NA,150,"live",NA,"T","C"
"5515",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FI",NA,371.66,241.66,"caviar","kg","T","C"
"5516",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR","IT",382.432,374.332,"caviar","kg","T","C"
"5517",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,3624.091,3613.301,"caviar","kg","T","C"
"5518",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,8.352,NA,"cosmetics","g","T","C"
"5519",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,0.125,0.225,"derivatives","kg","T","C"
"5520",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,11.95,NA,"extract","g","T","C"
"5521",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,0.3,0.4,"extract","kg","T","C"
"5522",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,7,7,"leather products (small)","Number of specimens","T","C"
"5523",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","FR",NA,4,4,"skins","Number of specimens","T","C"
"5524",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","GB","FR",42.0125,NA,"extract","ml","T","C"
"5525",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","GR",NA,0.16,0.06,"caviar","kg","T","C"
"5526",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","HK","FR",5,5,"leather products (small)","Number of specimens","T","C"
"5527",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","IR",NA,27.425,NA,"caviar","kg","T","C"
"5528",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","IT","DE",18,NA,"caviar","kg","T","C"
"5529",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","IT","FR",672.63,NA,"caviar","kg","T","C"
"5530",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","IT","HU",46.45,NA,"caviar","kg","T","C"
"5531",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","IT",NA,590.74,1259.899,"caviar","kg","T","C"
"5532",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","IT",15200,NA,"cosmetics","Number of specimens","T","R"
"5533",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","IT",NA,15200,"derivatives","Number of specimens","T","R"
"5534",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","PL",80,NA,"cosmetics","Number of specimens","T","C"
"5535",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","PL",NA,160,"eggs","Number of specimens","T","C"
"5536",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","RU",NA,1000,"caviar","Number of specimens","T","C"
"5537",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","RU",26600,NA,"cosmetics","Number of specimens","T","C"
"5538",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","KR","RU",NA,33000,"eggs","Number of specimens","T","C"
"5539",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","LV","PL",473.2,NA,"caviar","kg","T","C"
"5540",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","LV",NA,437.12,NA,"caviar","kg","T","C"
"5541",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","LV",NA,NA,683.36,"caviar","kg",NA,NA
"5542",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","PL",NA,30.12,61.99,"caviar","kg","T","C"
"5543",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","SG","CH",7.233,7.233,"cosmetics","g","T","C"
"5544",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","SG","FR",0.06,0.06,"cosmetics","g","T","C"
"5545",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","SG","IT",14.442,13.028,"cosmetics","g","T","C"
"5546",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","US","FR",5.67,NA,"cosmetics","g","T","C"
"5547",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","JP","UY",NA,340.45,NA,"caviar","kg","T","C"
"5548",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KG","BY",NA,NA,30.1,"caviar","kg","T","C"
"5549",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KG","CN",NA,NA,2000,"bodies","kg","T","C"
"5550",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KG","DE",NA,NA,5.236,"cosmetics","g","T","C"
"5551",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KG","DE",NA,NA,0.01573,"cosmetics","kg","T","C"
"5552",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KH","FR","IT",NA,0.56,"caviar","kg","T","C"
"5553",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KH","FR","PL",NA,35.105,"caviar","kg","T","C"
"5554",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KH","FR",NA,NA,4.445,"caviar","kg","T","C"
"5555",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KH","SG","FR",NA,0.016,"cosmetics","g","T","C"
"5556",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KH","SG","IT",NA,1.712,"cosmetics","g","T","C"
"5557",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","CH","FR",120.187,NA,"extract","Number of specimens","T","C"
"5558",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","CH","IT",105205.083,NA,"extract","Number of specimens","T","C"
"5559",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","CH",NA,30682,NA,"extract","Number of specimens","T","C"
"5560",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","CH",NA,230.0086,"cosmetics","g","T","C"
"5561",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","CH",0.01,NA,"extract","g","T","C"
"5562",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","CH",147.103,NA,"extract","Number of specimens","T","C"
"5563",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","FR",NA,1.12977,"cosmetics","g","T","C"
"5564",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","FR",0.0071,28.5,"extract","g","T","C"
"5565",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","FR",0.92,NA,"extract","Number of specimens","T","C"
"5566",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","IT",NA,117.594,"cosmetics","g","T","C"
"5567",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","IT",0.0572,NA,"extract","g","T","C"
"5568",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE","IT",99.361,NA,"extract","Number of specimens","T","C"
"5569",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE",NA,NA,5,"caviar","kg","T","C"
"5570",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE",NA,6,NA,"caviar","Number of specimens","T","C"
"5571",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE",NA,NA,4.821,"cosmetics","g","T","C"
"5572",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","DE",NA,NA,0.96636,"cosmetics","kg","T","C"
"5573",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","ES","DE",NA,0.06,"derivatives","kg","T","C"
"5574",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","FR",NA,0.05,NA,"extract","Number of specimens","T","C"
"5575",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","FR",NA,NA,43.14,"caviar","kg","T","C"
"5576",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","FR",NA,47,NA,"caviar","Number of specimens","T","C"
"5577",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","FR",NA,NA,4.62,"derivatives","kg","T","C"
"5578",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","FR",NA,NA,0.05,"extract","kg","T","C"
"5579",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","HK","IT",NA,0.484,"cosmetics","g","T","C"
"5580",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","HK","IT",0.021,NA,"extract","g","T","C"
"5581",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","HK","IT",0.041,NA,"extract","Number of specimens","T","C"
"5582",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","HK","PL",NA,5,"caviar","kg","T","C"
"5583",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","HK","PL",5,NA,"eggs","Number of specimens","T","C"
"5584",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","IT",NA,NA,0.5,"caviar","kg","T","C"
"5585",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","IT",NA,0.5,NA,"meat","Number of specimens","T","C"
"5586",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","MO","IT",NA,1.0001,"cosmetics","g","T","C"
"5587",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","RU",NA,20,NA,"caviar","Number of specimens","T","C"
"5588",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SE",NA,NA,0.7,"caviar",NA,"T","C"
"5589",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SE",NA,1,NA,"extract","Number of specimens","T","C"
"5590",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SG","CH",NA,2171.396,"cosmetics","g","T","C"
"5591",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SG","DE",0.167,NA,"extract","Number of specimens","T","C"
"5592",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SG","FR",NA,1.14,"cosmetics","g","T","C"
"5593",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SG","IT",NA,2910.888,"cosmetics","g","T","C"
"5594",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KR","SG","IT",0.127,NA,"extract","Number of specimens","T","C"
"5595",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KV","DE",NA,NA,0.00596,"cosmetics","kg","T","C"
"5596",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","AE","PL",NA,8530,"caviar","g","T","C"
"5597",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","DE","CH",NA,12.295,"cosmetics","g","T","C"
"5598",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","DE","FR",NA,0.014,"cosmetics","g","T","C"
"5599",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","DE","IT",NA,2.057,"cosmetics","g","T","C"
"5600",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","DE",NA,NA,0.03069,"cosmetics","g","T","C"
"5601",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","FR",NA,NA,0.738,"cosmetics","g","T","C"
"5602",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KW","TR",NA,NA,4,"caviar","kg","T","C"
"5603",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KY","DE","CH",NA,0.433,"cosmetics","g","T","C"
"5604",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KY","DE","IT",0.009,NA,"caviar","g","T","C"
"5605",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KY","DE","IT",NA,0.017,"cosmetics","g","T","C"
"5606",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KY","LV",NA,NA,19.76,"caviar","kg",NA,NA
"5607",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KZ","AT","FR",NA,56.5,"cosmetics","g","T","C"
"5608",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KZ","BY",NA,NA,36.4,"caviar","kg","T","C"
"5609",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","KZ","FR",NA,NA,0.7,"caviar","kg","T","C"
"5610",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","LB","DE","CH",NA,4.105,"cosmetics","g","T","C"
"5611",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","LB","DE","FR",NA,0.008,"cosmetics","g","T","C"
"5612",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","LB","DE","IT",NA,0.195,"cosmetics","g","T","C"
"5613",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","LB","DE",NA,NA,0.005,"cosmetics","g","T","C"
"5614",2020,"II","Acipenser baerii","Actinopteri","Acipenseriformes","Acipenseridae","Acipenser","LB","DE",NA,NA,0.00253,"cosmetics","kg","T","C"
