"","year","app","taxon","class","order","family","genus","importer","exporter","origin","importer_reported_quantity","exporter_reported_quantity","term","unit","purpose","source"
"2652",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","CA",1,NA,"live","Number of specimens",NA,"C"
"2653",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","DE",1,NA,"live","Number of specimens","P","C"
"2654",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","DE",6,NA,"live","Number of specimens","T","C"
"2655",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","ES",11,NA,"live","Number of specimens","T","C"
"2656",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","GB",6,NA,"live","Number of specimens","P","C"
"2657",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","GB",34,NA,"live","Number of specimens","T","C"
"2658",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","PL",2,NA,"live","Number of specimens","T","C"
"2659",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","US",1,NA,"live","Number of specimens","P","C"
"2660",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","US",2,NA,"live","Number of specimens","T","C"
"2661",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","KW","US",3,NA,"live","Number of specimens","T","D"
"2662",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","NL",NA,3,NA,"live","Number of specimens","T","C"
"2663",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","NL",NA,NA,5,"live",NA,"T","C"
"2664",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","PT","ES",5,NA,"live","Number of specimens","T","C"
"2665",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","PT","ES",NA,5,"live",NA,"T","C"
"2666",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","RU",NA,NA,7,"live",NA,"P","C"
"2667",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","QA","US",NA,69,NA,"live","Number of specimens","T","D"
"2668",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","AT",1,NA,"live","Number of specimens","P","C"
"2669",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","AT",NA,1,"live","Number of specimens","T","C"
"2670",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","CA",2,NA,"live","Number of specimens","T","D"
"2671",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","ES",NA,1,"live","Number of specimens","P","C"
"2672",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","GB",17,NA,"live","Number of specimens","P","C"
"2673",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","GB",NA,1,"live","Number of specimens","P","D"
"2674",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","GB",6,17,"live","Number of specimens","T","C"
"2675",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE","US",4,4,"live","Number of specimens","P","D"
"2676",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AE",NA,7,7,"live","Number of specimens","P","C"
"2677",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AT",NA,12,NA,"live","Number of specimens","T","C"
"2678",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","AT",NA,NA,3,"live",NA,"T","C"
"2679",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","BH","ES",3,NA,"live","Number of specimens","T","C"
"2680",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","BH","NL",1,NA,"specimens","Number of specimens","P","C"
"2681",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","DE","GB",1,NA,"live","Number of specimens","T","C"
"2682",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","ES",NA,3,NA,"live","Number of specimens","P","C"
"2683",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","ES",NA,NA,3,"live",NA,"P","C"
"2684",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","CZ",NA,3,"live",NA,"P","C"
"2685",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","DE",1,NA,"live","Number of specimens","P","C"
"2686",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","DE",NA,1,"live",NA,"P","C"
"2687",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","DK",22,NA,"live","Number of specimens","P","C"
"2688",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","GB",1,NA,"live","Number of specimens","P","C"
"2689",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","MA","GB",NA,1,"live",NA,"P","C"
"2690",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","NL","DE",NA,2,"live",NA,"T","C"
"2691",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","SK",NA,5,NA,"live","Number of specimens","P","C"
"2692",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SA","SK",NA,NA,1,"live",NA,"T","C"
"2693",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SG","QA","US",0.5,NA,"specimens","ml","S","D"
"2694",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","AT",2,2,"live","Number of specimens","T","C"
"2695",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","CA",3,3,"live","Number of specimens","T","C"
"2696",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","CA",6,6,"live","Number of specimens","T","D"
"2697",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","DE",5,5,"live","Number of specimens","T","C"
"2698",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","ES",5,5,"live","Number of specimens","T","C"
"2699",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","GB",6,6,"live","Number of specimens","T","C"
"2700",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","GB",5,6,"live","Number of specimens","T","D"
"2701",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","RS",1,1,"live","Number of specimens","T","C"
"2702",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","SI",1,1,"live","Number of specimens","T","C"
"2703",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE","US",6,4,"live","Number of specimens","T","D"
"2704",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE",NA,NA,2,"live","Number of specimens","P","C"
"2705",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SI","AE",NA,7,4,"live","Number of specimens","T","C"
"2706",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","CA",1,NA,"live",NA,"P","D"
"2707",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","DE",NA,1,"live","Number of specimens","P","C"
"2708",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","DE",1,NA,"live",NA,"P","C"
"2709",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","ES",NA,3,"live","Number of specimens","P","C"
"2710",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","ES",4,NA,"live",NA,"P","C"
"2711",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","GB",NA,3,"live","Number of specimens","P","C"
"2712",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE","GB",2,NA,"live",NA,"P","C"
"2713",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE",NA,NA,1,"live","Number of specimens","P","C"
"2714",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","SK","AE",NA,1,NA,"live",NA,"P","C"
"2715",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","TJ","QA","DE",NA,2,"live","Number of specimens","T","D"
"2716",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","XX","ES","DE",NA,1,"live",NA,"Q","D"
"2717",2020,"I","Falco rusticolus","Aves","Falconiformes","Falconidae","Falco","XX","ES",NA,NA,2,"live",NA,"P","C"
"2718",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","AE","FR","GB",NA,1,"skeletons","Number of specimens","T","C"
"2719",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","AE","ZA",NA,4,NA,"live","Number of specimens","Z","C"
"2720",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","AE","ZA",NA,NA,4,"live",NA,"Z","C"
"2721",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","AT",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"2722",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","AT",NA,NA,2,NA,"trophies",NA,"H","W"
"2723",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","BH",NA,NA,NA,1,"bodies","Number of specimens","H","W"
"2724",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CA",NA,NA,1,NA,"bodies","Number of specimens","H","W"
"2725",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CA",NA,NA,4,4,"trophies","Number of specimens","H","W"
"2726",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CA","ZW",NA,NA,3,"live","Number of specimens","N","C"
"2727",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CH","FR","DE",NA,1,"bodies","Number of specimens","T","C"
"2728",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CH","GB",NA,NA,1,"live","Number of specimens","Z","C"
"2729",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CH","ZA",NA,NA,12,"live",NA,"Z","C"
"2730",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","HU",NA,1,NA,"bodies","Number of specimens","H","W"
"2731",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","HU",NA,NA,1,"trophies",NA,"H","W"
"2732",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","ZA",NA,1,NA,"bodies","Number of specimens","E","W"
"2733",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","ZA",NA,NA,4,"live",NA,"Z","C"
"2734",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","ZA",NA,NA,6,"live",NA,"Z","D"
"2735",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CN","ZA",NA,NA,1,"trophies",NA,"H","W"
"2736",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CZ",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"2737",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","CZ",NA,NA,1,NA,"trophies",NA,"H","W"
"2738",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","DE",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"2739",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","DE",NA,NA,3,NA,"trophies",NA,"H","W"
"2740",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","DK",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"2741",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","DK",NA,NA,2,NA,"trophies",NA,"H","W"
"2742",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","ES",NA,NA,NA,16,"trophies","Number of specimens","H","W"
"2743",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","ES",NA,NA,11,NA,"trophies",NA,"H","W"
"2744",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","ET","ZA",NA,NA,4,"live",NA,"Z","C"
"2745",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","FR",NA,NA,NA,4,"trophies","Number of specimens","H","W"
"2746",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","FR",NA,NA,5,NA,"trophies","Number of specimens","P","W"
"2747",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","HU",NA,NA,NA,1,"trophies","Number of specimens","H","W"
"2748",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","HU",NA,NA,1,NA,"trophies",NA,"H","W"
"2749",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","ID","XX",NA,2,NA,"live",NA,"Z","C"
"2750",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","ID","ZA",NA,4,2,"live",NA,"Z","C"
"2751",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","IN","ZA",NA,3,NA,"live","Number of specimens","Z","C"
"2752",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","IT",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"2753",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","IT",NA,NA,2,NA,"trophies",NA,"H","W"
"2754",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","CZ",NA,3,NA,"live","Number of specimens","Z","C"
"2755",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","CZ",NA,NA,3,"live",NA,"Z","C"
"2756",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","FR",NA,2,2,"live","Number of specimens","Z","C"
"2757",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","KR",NA,2,2,"live","Number of specimens","Z","C"
"2758",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","NO",NA,2,2,"live","Number of specimens","Z","C"
"2759",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","JP","ZA",NA,NA,4,"live",NA,"T","D"
"2760",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","MW","ZA","XX",2,NA,"live",NA,"N","W"
"2761",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","MY","ZA",NA,NA,2,"live",NA,"T","D"
"2762",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","NO","ZA",NA,NA,1,"trophies",NA,"H","W"
"2763",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","PL",NA,NA,NA,2,"trophies","Number of specimens","H","W"
"2764",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","PL",NA,NA,2,NA,"trophies",NA,"H","W"
"2765",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","RU","FR",NA,NA,4,"live","Number of specimens","Z","C"
"2766",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","RU","FR",NA,4,NA,"live",NA,"Z","C"
"2767",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","RU",NA,NA,NA,3,"trophies","Number of specimens","H","W"
"2768",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","RU",NA,NA,4,NA,"trophies",NA,"H","W"
"2769",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","SE",NA,NA,NA,3,"trophies","Number of specimens","H","W"
"2770",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","SE",NA,NA,2,NA,"trophies",NA,"H","W"
"2771",2020,"I","Acinonyx jubatus","Mammalia","Carnivora","Felidae","Acinonyx","TH","ZA",NA,2,2,"live",NA,"Z","C"
